,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183,label
6291,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.0,0.833333,0.2,0.2,0.103896,0.0,0.16,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0.25,1,1,1,1,0.25,0.0,0.0,0.25,0.5,0.0,0.25,0.5,0.25,1
6292,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0.0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,0,0,0.25,1,1,1,1,0.0,0.25,0.25,0.25,0.0,0.75,1.0,0.5,0.25,2
6293,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.0,0.0,0.066667,0.066667,0.077922,0.0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0.5,1,1,1,1,0.5,0.25,0.5,0.75,0.5,0.25,0.5,0.75,0.75,1
6294,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.0,0.833333,0.066667,0.066667,0.116883,0.028571,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.25,1,1,1,1,0.5,0.0,0.0,0.25,0.25,0.0,1.0,0.0,0.0,1
6295,1,0,0,1,1,1,0.833333,0.666667,0.666667,0.833333,0.833333,0.833333,0.083333,0.083333,0.077922,0.0,0.12,0.5,0.833333,0.833333,0.833333,0.833333,0.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,0,0.25,1,1,1,1,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1
6296,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.0,0.833333,0.083333,0.033333,0.155844,0.028571,0.16,0.833333,0.833333,0.833333,0.833333,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0.5,1,1,1,1,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,2
6297,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0.0,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1
6298,1,0,0,0,1,1,0.833333,0.5,0.5,0.5,0.0,0.833333,0.066667,0.066667,0.116883,0.0,0.18,0.5,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,1,0,1,0.25,1,1,1,1,0.0,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0
6299,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.0,0.833333,0.0,0.0,0.025974,0.0,0.04,0.0,0.833333,0.833333,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,1,1,0,1,1,0,0.25,1,1,1,1,0.5,0.25,0.0,0.5,0.25,1.0,1.0,0.0,0.0,2
6300,0,0,0,0,1,1,0.166667,0.5,0.5,0.5,0.833333,0.833333,0.066667,0.066667,0.155844,0.042857,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0.0,0,0,1,1,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.25,0.25,0
6301,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.0,0.833333,0.1,0.066667,0.064935,0.0,0.1,0.833333,0.833333,0.833333,0.833333,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,0,1,0,0,0.25,1,1,1,1,0.25,0.0,0.5,0.0,0.25,0.5,1.0,0.0,0.0,1
6302,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.038961,0.014286,0.02,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,1,1,1,1,0.5,0,0,1,1,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.25,0.0,2
6303,1,0,0,0,1,0,0.833333,0.333333,0.333333,0.333333,0.0,0.333333,0.033333,0.033333,0.051948,0.0,0.08,0.833333,0.833333,0.833333,0.833333,0.666667,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,0,0.0,1,1,1,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
6304,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.083333,0.05,0.25974,0.0,0.4,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,0.25,1,1,1,1,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1
6305,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.12987,0.0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.5,1,0,1,1,0.0,0.0,0.0,0.25,0.0,0.75,0.75,0.25,0.25,1
6306,0,0,0,0,0,0,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.066667,0.0,0.090909,0.0,0.14,0.0,0.833333,0.833333,0.833333,0.833333,0.833333,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0.25,1,1,1,1,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0
6307,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.051948,0.014286,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0.5,1,1,1,1,0.25,0.0,0.0,0.25,0.25,1.0,0.75,0.5,0.0,1
6308,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0.0,0.1,0.0,0.0,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,1,0,0,1.0,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,1.0,1.0,0.0,1
6309,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0.0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
6310,0,0,0,0,1,1,0.833333,0.5,0.5,0.833333,0.0,0.0,0.1,0.1,0.077922,0.0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1
6311,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.083333,0.083333,0.064935,0.0,0.1,0.0,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0.5,1,1,1,1,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0
6312,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.051948,0.028571,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,0,1,0.25,1,1,1,1,0.0,0.0,0.0,0.75,0.75,1.0,1.0,0.0,1.0,2
6313,0,0,0,0,0,0,0.833333,0.333333,0.5,1.0,0.833333,0.833333,0.1,0.1,0.090909,0.0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,1,1,1,1,0.25,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.25,0
6314,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.051948,0.0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1
6315,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.038961,0.042857,0.0,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,1,0,1,0.5,1,1,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
6316,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.038961,0.0,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,1.0,0.0,0.0,1
6317,0,0,0,0,0,0,0.833333,0.5,0.5,0.833333,0.833333,0.5,0.033333,0.033333,0.025974,0.0,0.04,0.333333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.75,0.75,0
6318,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987,0.0,0.02,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,1,1,1,1,0,1,0.25,1,0,1,1,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.25,2
6319,0,1,0,1,0,1,0.166667,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.025974,0.0,0.04,0.0,0.833333,1.0,0.833333,1.0,0.0,0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,2
6320,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.038961,0.0,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.5,2
6321,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.038961,0.0,0.06,0.833333,0.0,0.833333,0.833333,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,1,1,1,1,0.5,1,1,1,1,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,2
6322,0,1,0,0,0,1,0.166667,0.833333,0.5,0.5,0.5,0.833333,0.033333,0.033333,0.025974,0.0,0.04,0.0,0.0,0.833333,0.833333,0.833333,0.0,0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1.0,1,1,1,1,0.5,0.5,0.25,0.0,0.5,0.5,0.5,0.5,0.5,0
6323,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.025974,0.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.5,0.75,0.25,1.0,1.0,0.0,0.0,1.0,1.0,2
6324,0,1,1,0,1,1,0.166667,0.833333,0.833333,0.666667,0.0,0.833333,0.166667,0.166667,0.064935,0.0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
6325,0,0,0,0,0,0,0.166667,0.5,1.0,1.0,0.5,0.833333,0.033333,0.033333,0.051948,0.0,0.08,0.833333,1.0,1.0,0.833333,1.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,0
6326,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.051948,0.0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.0,0.25,0.0,0.25,1.0,1.0,0.0,0.0,2
6327,0,0,0,0,0,0,1.0,0.5,0.5,0.666667,0.5,0.833333,0.033333,0.033333,0.12987,0.0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,1,1,1,1,1.0,1,1,1,1,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
6328,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.025974,0.0,0.04,0.5,0.833333,1.0,0.833333,0.833333,0.0,1,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,1.0,0.0,0.0,2
6329,0,1,0,1,0,1,0.166667,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.038961,0.0,0.06,0.0,0.666667,1.0,0.833333,0.833333,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0,0,1,0.25,1,1,1,1,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.5,0.5,1
6330,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.033333,0.012987,0.0,0.02,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,1.0,1,1,0,1,0,1,0.5,1,1,1,1,0.25,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.5,2
6331,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.066667,0.033333,0.038961,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,1,0,1,0.5,0,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.75,1
6332,1,1,0,1,0,1,0.833333,0.833333,0.5,0.833333,0.5,0.0,0.033333,0.033333,0.051948,0.0,0.08,0.833333,0.0,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,0,1,0.25,1,0,1,1,0.25,0.25,0.0,0.25,0.5,0.0,0.0,1.0,0.25,2
6333,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.103896,0.0,0.16,0.833333,0.0,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,1,0,1,0.5,1,1,1,1,0.25,0.75,0.75,0.25,0.25,0.25,0.0,0.25,1.0,1
6334,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.083333,0.051948,0.0,0.08,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,0,1,0.5,1,1,1,1,0.25,0.5,0.5,0.0,0.0,0.0,0.5,0.25,0.75,1
6335,1,1,1,1,0,1,0.833333,0.833333,0.833333,0.833333,0.5,0.833333,0.033333,0.033333,0.051948,0.0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,1,1,1,0.75,1,1,1,1,0.0,0.75,1.0,1.0,1.0,0.25,0.0,1.0,0.5,2
6336,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0.0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,0,1,0.25,1,1,1,1,0.75,0.5,0.25,0.5,0.5,0.25,0.0,0.5,0.25,2
6337,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.0,0.016667,0.016667,0.103896,0.0,0.16,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,0,1,0.25,1,1,1,1,0.5,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1
6338,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0.0,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,0,0,0.5,1,1,1,1,0.5,0.5,1.0,0.75,0.0,1.0,0.5,0.0,0.75,2
6339,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0.0,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,1,0.75,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2
6340,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0.0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.25,1,1,1,1,0.25,0.5,0.5,0.25,0.0,1.0,1.0,0.0,0.0,1
6341,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.077922,0.0,0.12,0.0,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0.5,1,1,1,1,0.5,0.5,0.5,0.25,0.25,0.5,0.5,1.0,1.0,1
6342,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.025974,0.0,0.04,0.0,0.0,0.0,0.833333,0.833333,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0.75,1,1,1,1,0.0,0.75,0.5,0.25,0.0,0.75,0.75,0.5,0.0,1
6343,0,0,0,1,1,1,0.166667,0.5,0.5,0.833333,0.0,0.0,0.133333,0.083333,0.077922,0.0,0.0,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
6344,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.016667,0.051948,0.028571,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.0,0.0,0.5,0.5,1.0,0.0,0.75,0.25,0.25,2
6345,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.025974,0.0,0.04,0.0,0.833333,0.833333,0.833333,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
6346,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.0,0.083333,0.083333,0.038961,0.0,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
6347,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.1,0.194805,0.0,0.24,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,1,1,0.5,1,1,1,1,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,2
6348,1,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0.0,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,1,0.0,0,0,0,0,0.0,0.25,0.25,0.25,0.0,1.0,1.0,0.0,0.0,1
6349,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0.0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,0,0,0,0,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6350,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.05,0.05,0.038961,0.0,0.06,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
6351,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.0,0.083333,0.083333,0.025974,0.0,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,1,0,1,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
6352,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987,0.0,0.0,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
6353,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.116667,0.083333,0.025974,0.0,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,1,1,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1
